City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Condition,Rain inches(last 3 hrs),Snow inches(last 3hrs)
301,Maslovka,RU,51.55,39.24,44.6,42,74,13.42,light rain,0.17,0.0
302,Sete,FR,43.4,3.7,60.8,87,90,13.87,overcast clouds,0.0,0.0
303,Bengkulu,ID,-3.8,102.27,77.63,83,80,3.78,light rain,2.29,0.0
304,Feijo,BR,-8.16,-70.35,86.77,49,13,5.14,few clouds,0.0,0.0
305,Codrington,AU,-38.27,141.97,55.9,76,90,12.77,light rain,0.16,0.0
306,Antalaha,MG,-14.9,50.28,76.5,81,9,10.09,light rain,0.96,0.0
307,Itaituba,BR,-4.28,-55.98,82.99,78,100,1.79,light rain,2.11,0.0
308,New Milford,US,40.93,-74.02,51.01,36,1,9.17,clear sky,0.0,0.0
309,Mandiana,GN,10.63,-8.68,100.47,20,57,2.64,broken clouds,0.0,0.0
310,Teshie,GH,5.58,-0.11,87.8,70,20,16.11,few clouds,0.0,0.0
311,Diourbel,SN,14.66,-16.39,87.35,25,3,17.47,clear sky,0.0,0.0
312,Jaru,BR,-10.44,-62.47,81.46,68,93,6.55,overcast clouds,0.0,0.0
313,Biltine,TD,14.53,20.92,83.73,9,0,7.78,clear sky,0.0,0.0
314,Tukrah,LY,32.53,20.58,59.09,74,0,9.66,clear sky,0.0,0.0
315,Uruzgan,AF,32.83,66.0,47.88,46,18,2.35,light rain,0.33,0.0
316,Bandarbeyla,SO,9.49,50.81,82.27,75,26,11.83,scattered clouds,0.0,0.0
317,Beba,CU,22.44,-79.73,91.4,49,40,12.75,scattered clouds,0.0,0.0
318,Necochea,AR,-38.55,-58.74,82.0,44,7,15.01,clear sky,0.0,0.0
319,Dzhubga,RU,44.32,38.7,46.35,79,96,3.06,overcast clouds,0.0,0.0
320,Puerto Madryn,AR,-42.77,-65.04,92.05,19,52,22.97,broken clouds,0.0,0.0
321,Karakol,KG,42.49,78.39,45.19,38,97,3.44,light rain,0.14,0.0
322,Sechura,PE,-5.56,-80.82,78.69,60,12,9.98,few clouds,0.0,0.0
323,Dingle,PH,11.0,122.67,80.44,78,3,8.19,clear sky,0.0,0.0
324,Paamiut,GL,61.99,-49.67,29.14,87,100,7.02,light snow,0.0,0.14
325,Timizart,DZ,36.8,4.27,69.19,57,100,14.34,overcast clouds,0.0,0.0
326,Araouane,ML,18.9,-3.53,98.78,12,9,3.69,clear sky,0.0,0.0
327,Coihaique,CL,-45.58,-72.07,62.6,55,75,6.93,broken clouds,0.0,0.0
328,Mumford,GH,5.26,-0.76,83.66,80,97,13.8,light rain,0.87,0.0
329,Usakos,NA,-22.0,15.6,73.53,25,0,7.61,clear sky,0.0,0.0
330,Lyuban,BY,52.8,28.0,39.42,66,72,9.55,broken clouds,0.0,0.0
331,Cap Malheureux,MU,-19.98,57.61,77.0,69,40,14.99,scattered clouds,0.0,0.0
332,Naberera,TZ,-4.2,36.93,64.36,66,95,8.95,overcast clouds,0.0,0.0
333,Zhezkazgan,KZ,47.8,67.71,54.45,33,50,9.46,scattered clouds,0.0,0.0
334,Lima,PE,-12.04,-77.03,77.0,65,34,6.93,scattered clouds,0.0,0.0
335,La Romana,DO,18.43,-68.97,82.4,69,20,19.46,few clouds,0.0,0.0
336,Mehamn,NO,71.04,27.85,39.2,87,75,17.22,broken clouds,0.0,0.0
337,Cabedelo,BR,-6.98,-34.83,87.8,62,75,6.93,broken clouds,0.0,0.0
338,Ouadda,CF,8.08,22.4,80.47,13,99,3.44,overcast clouds,0.0,0.0
339,Doha,QA,25.29,51.53,79.0,65,1,5.82,clear sky,0.0,0.0
340,Salym,RU,60.06,71.48,47.75,73,100,5.93,overcast clouds,0.0,0.0
341,Bosaso,SO,11.28,49.18,84.33,71,63,6.8,light rain,0.22,0.0
342,Sambava,MG,-14.27,50.17,74.66,87,45,8.14,light rain,1.0,0.0
343,Hualmay,PE,-11.1,-77.61,78.89,59,29,10.76,scattered clouds,0.0,0.0
344,Aracaju,BR,-10.91,-37.07,86.0,70,40,8.05,scattered clouds,0.0,0.0
345,Cozumel,MX,20.51,-86.95,89.6,59,40,16.11,scattered clouds,0.0,0.0
346,Altay,CN,47.87,88.12,45.01,37,11,5.1,few clouds,0.0,0.0
347,Sesheke,ZM,-17.48,24.3,80.6,61,45,1.12,scattered clouds,0.0,0.0
348,Tirumullaivasal,IN,11.23,79.83,82.99,81,60,12.57,broken clouds,0.0,0.0
349,Wilmington,US,34.23,-77.94,73.0,32,1,10.29,clear sky,0.0,0.0
350,Grand Baie,MU,-20.02,57.58,77.0,69,40,14.99,scattered clouds,0.0,0.0
351,Talas,TR,38.69,35.55,64.4,42,20,8.05,few clouds,0.0,0.0
352,Sabha,LY,27.04,14.43,86.38,16,95,8.39,overcast clouds,0.0,0.0
353,Le Port,RE,-20.94,55.29,73.4,83,90,18.34,light rain,0.0,0.0
354,Yashkul,RU,46.17,45.34,56.26,58,57,11.5,broken clouds,0.0,0.0
355,Berkak,NO,62.83,10.01,43.0,59,93,4.0,light snow,0.0,0.13
356,Shatsk,RU,54.03,41.71,39.97,68,100,8.14,light rain,0.34,0.0
357,Agadez,NE,19.75,10.25,90.39,9,0,8.72,clear sky,0.0,0.0
358,Berlevag,NO,70.86,29.09,37.4,93,75,16.11,broken clouds,0.0,0.0
359,Butembo,CD,0.15,29.28,59.13,67,95,1.9,light rain,0.68,0.0
360,Yangambi,CD,0.81,24.43,72.93,84,57,6.35,moderate rain,4.89,0.0
361,Shymkent,KZ,42.3,69.6,57.2,62,0,2.24,clear sky,0.0,0.0
362,Ondjiva,AO,-17.07,15.73,77.54,34,56,1.97,broken clouds,0.0,0.0
363,Knysna,ZA,-34.04,23.05,62.6,82,75,2.24,broken clouds,0.0,0.0
364,Leh,IN,34.17,77.58,35.89,20,97,3.53,light snow,0.0,0.77
365,Imbituba,BR,-28.24,-48.67,80.6,42,20,13.87,few clouds,0.0,0.0
366,Humaita,BR,-7.51,-63.02,83.66,81,69,4.76,light rain,2.79,0.0
367,San Andres,CO,12.58,-81.7,86.0,66,20,11.41,few clouds,0.0,0.0
368,Hambantota,LK,6.12,81.12,82.4,94,40,4.7,scattered clouds,0.0,0.0
369,Ullapool,GB,57.9,-5.16,53.01,60,0,11.01,clear sky,0.0,0.0
370,Kisangani,CD,0.52,25.2,74.28,83,72,5.75,moderate rain,4.49,0.0
371,Uitenhage,ZA,-33.76,25.4,66.2,88,36,10.29,scattered clouds,0.0,0.0
372,Dalvik,IS,65.97,-18.53,51.8,53,44,23.04,scattered clouds,0.0,0.0
373,Aguimes,ES,27.91,-15.45,69.8,64,75,4.7,broken clouds,0.0,0.0
374,Rocha,UY,-34.48,-54.33,69.91,60,36,4.83,scattered clouds,0.0,0.0
375,Caravelas,BR,-17.71,-39.25,80.53,81,30,17.0,light rain,1.95,0.0
376,Come,BJ,6.41,1.88,82.4,83,40,9.17,thunderstorm,0.0,0.0
377,Aksu,CN,41.12,80.26,56.53,45,97,5.68,light rain,0.23,0.0
378,Maldonado,UY,-34.67,-54.92,68.0,82,40,10.29,scattered clouds,0.0,0.0
379,Santa Maria,BR,-29.68,-53.81,75.33,46,29,5.17,scattered clouds,0.0,0.0
380,Sabalgarh,IN,26.25,77.4,90.84,14,13,11.48,few clouds,0.0,0.0
381,Sao Mateus,BR,-18.72,-39.86,80.44,79,27,14.52,light rain,2.3,0.0
382,Ilebo,CD,-4.32,20.58,74.03,81,70,0.67,broken clouds,0.0,0.0
383,Banda Aceh,ID,5.56,95.32,79.83,76,99,2.33,overcast clouds,0.0,0.0
384,Piney Green,US,34.72,-77.32,73.0,28,1,10.29,clear sky,0.0,0.0
385,Valparaiso,CL,-33.04,-71.63,66.2,63,3,4.7,clear sky,0.0,0.0
386,Beloha,MG,-25.17,45.05,74.88,62,2,6.44,clear sky,0.0,0.0
387,Batticaloa,LK,7.71,81.69,81.68,80,54,8.59,broken clouds,0.0,0.0
388,Borgarnes,IS,64.54,-21.92,48.2,87,75,20.8,broken clouds,0.0,0.0
389,Porbandar,IN,21.64,69.61,81.3,64,0,13.53,clear sky,0.0,0.0
390,Mangai,CD,-4.05,19.53,74.3,85,95,1.9,overcast clouds,0.0,0.0
391,Santa Rosa,PH,14.31,121.11,84.2,74,75,9.17,broken clouds,0.0,0.0
392,Razole,IN,16.48,81.83,80.37,86,11,5.91,few clouds,0.0,0.0
393,Ancud,CL,-41.87,-73.82,59.0,100,90,16.11,overcast clouds,0.0,0.0
394,Vayalar,IN,9.7,76.33,87.8,74,20,4.7,haze,0.0,0.0
395,Santa Cruz Cabralia,BR,-16.28,-39.02,82.4,78,40,5.82,scattered clouds,0.0,0.0
396,Soubre,CI,5.79,-6.61,82.04,76,80,7.02,light rain,2.15,0.0
397,Honningsvag,NO,70.98,25.97,39.2,86,75,19.46,broken clouds,0.0,0.0
398,Opuwo,NA,-18.06,13.84,77.56,25,20,3.02,few clouds,0.0,0.0
399,Saint-Raphael,HT,19.43,-72.2,82.4,69,20,12.75,few clouds,0.0,0.0
400,Bafq,IR,31.61,55.41,65.46,33,69,5.08,light rain,0.19,0.0
401,Kuito,AO,-12.38,16.93,62.46,56,35,2.42,light rain,1.09,0.0
402,Man,CI,7.41,-7.55,89.33,45,82,3.44,broken clouds,0.0,0.0
403,Lixourion,GR,38.2,20.43,66.2,55,20,6.93,few clouds,0.0,0.0
404,Balugaon,IN,20.17,85.1,81.03,67,35,6.42,scattered clouds,0.0,0.0
405,Deoli,IN,25.75,75.38,87.22,17,1,7.74,clear sky,0.0,0.0
406,Nizwa,OM,22.93,57.53,80.8,20,0,5.68,clear sky,0.0,0.0
407,Geraldton,AU,-28.77,114.6,71.6,78,98,3.36,overcast clouds,0.0,0.0
408,Andilamena,MG,-17.02,48.58,61.88,69,35,8.05,scattered clouds,0.0,0.0
409,Qaqortoq,GL,60.72,-46.03,28.4,86,75,12.75,light shower snow,0.0,0.0
410,Ballitoville,ZA,-29.54,31.21,69.8,77,0,6.93,clear sky,0.0,0.0
411,Rundu,NA,-17.93,19.77,86.0,35,38,2.24,scattered clouds,0.0,0.0
412,Casablanca,MA,33.59,-7.62,71.6,68,40,18.34,scattered clouds,0.0,0.0
413,Laguna De Perlas,NI,12.34,-83.67,87.8,62,75,9.17,broken clouds,0.0,0.0
414,Dublin,US,37.7,-121.94,55.99,81,90,8.05,overcast clouds,0.0,0.0
415,Wawa,NG,9.9,4.42,96.53,23,46,0.92,scattered clouds,0.0,0.0
416,Pirna,DE,50.96,13.94,64.0,56,29,5.77,scattered clouds,0.0,0.0
417,Pemba,MZ,-12.97,40.52,84.2,79,75,11.41,broken clouds,0.0,0.0
418,Cassino,IT,41.49,13.83,66.99,58,31,5.99,scattered clouds,0.0,0.0
419,Kalmunai,LK,7.42,81.82,82.38,78,66,8.93,broken clouds,0.0,0.0
420,Taoudenni,ML,22.68,-3.98,102.61,11,4,4.52,clear sky,0.0,0.0
421,Labrea,BR,-7.26,-64.8,90.9,50,44,5.01,scattered clouds,0.0,0.0
422,Howard,US,39.25,-76.93,57.99,40,72,1.01,broken clouds,0.0,0.0
423,Manakara,MG,-22.13,48.02,73.76,77,1,3.94,clear sky,0.0,0.0
424,Hattiesburg,US,31.33,-89.29,75.99,60,20,11.41,haze,0.0,0.0
425,Aras,ES,42.56,-2.36,68.0,68,100,5.82,light rain,0.83,0.0
426,Huntingdon,GB,52.33,-0.19,55.99,55,58,7.0,broken clouds,0.0,0.0
427,Disna,BY,55.57,28.2,36.9,75,86,11.61,light snow,0.0,0.14
428,Synya,RU,65.37,58.04,31.53,94,35,6.29,scattered clouds,0.0,0.0
429,Evansville,US,37.97,-87.56,54.0,66,90,10.29,light rain,0.0,0.0
430,Shahr-E Kord,IR,32.33,50.86,51.8,50,20,6.93,few clouds,0.0,0.0
431,Esmeraldas,BR,-19.76,-44.31,82.4,69,40,3.36,scattered clouds,0.0,0.0
432,Lubin,PL,51.4,16.2,61.0,34,94,5.75,overcast clouds,0.0,0.0
433,Bam,IR,29.11,58.36,69.17,28,70,3.71,broken clouds,0.0,0.0
434,Den Helder,NL,52.96,4.76,48.2,70,0,17.22,clear sky,0.0,0.0
435,Rio Grande,BR,-32.03,-52.1,71.01,77,75,9.17,shower rain,0.0,0.0
436,Bardiyah,LY,31.76,25.09,61.03,63,0,7.87,clear sky,0.0,0.0
437,Ntungamo,UG,-0.88,29.65,67.46,62,100,5.01,light rain,0.44,0.0
438,Stornoway,GB,58.21,-6.39,55.99,71,0,11.41,clear sky,0.0,0.0
439,Rawson,AR,-43.3,-65.1,83.25,30,51,19.6,broken clouds,0.0,0.0
440,Mastic Beach,US,40.77,-72.85,48.2,29,1,13.87,clear sky,0.0,0.0
441,Morant Bay,JM,17.88,-76.41,86.0,70,20,14.99,few clouds,0.0,0.0
442,Havre-Saint-Pierre,CA,50.23,-63.6,30.2,50,90,13.87,overcast clouds,0.0,0.0
443,Eskisehir,TR,39.78,30.52,66.2,32,0,6.93,clear sky,0.0,0.0
444,Bantry,IE,51.68,-9.45,51.8,93,90,11.41,moderate rain,0.0,0.0
445,Raudeberg,NO,61.99,5.14,46.4,42,20,11.41,few clouds,0.0,0.0
446,Sao Jose Da Coroa Grande,BR,-8.9,-35.15,84.88,69,13,11.12,few clouds,0.0,0.0
447,Gat,IL,31.61,34.76,68.0,28,8,7.43,clear sky,0.0,0.0
448,Repnoye,RU,51.59,43.19,45.0,60,64,4.0,broken clouds,0.0,0.0
449,Belmonte,BR,-15.86,-38.88,82.4,78,40,5.82,scattered clouds,0.0,0.0
450,Visby,SE,57.64,18.3,48.0,56,39,10.29,scattered clouds,0.0,0.0
451,Druskininkai,LT,54.02,23.97,48.2,23,40,22.37,scattered clouds,0.0,0.0
452,Cariati,IT,39.49,16.96,64.4,55,0,9.17,clear sky,0.0,0.0
453,Teguise,ES,29.06,-13.56,68.0,82,75,4.7,light intensity drizzle,0.0,0.0
454,Manzil Salim,TN,35.86,8.48,75.2,36,40,3.36,scattered clouds,0.0,0.0
455,Chipinge,ZW,-20.19,32.62,64.69,68,11,6.24,light rain,0.74,0.0
456,Otacilio Costa,BR,-27.48,-50.12,71.37,28,0,3.15,clear sky,0.0,0.0
457,Bonavista,CA,48.65,-53.11,36.0,46,50,11.99,light snow,0.0,0.16
458,Wattegama,LK,6.8,81.48,82.4,94,40,4.7,scattered clouds,0.0,0.0
459,Chimbote,PE,-9.09,-78.58,78.55,63,9,12.15,clear sky,0.0,0.0
460,San Ramon,US,37.78,-121.98,57.0,81,90,8.05,overcast clouds,0.0,0.0
461,Caico,BR,-6.46,-37.1,94.55,32,87,7.05,overcast clouds,0.0,0.0
462,Nova Gradiska,HR,45.26,17.38,77.0,23,0,5.82,clear sky,0.0,0.0
463,Tanda,IN,26.55,82.65,86.14,19,83,3.78,broken clouds,0.0,0.0
464,Samana,DO,19.21,-69.34,82.4,74,40,11.41,scattered clouds,0.0,0.0
465,Uhlove,UA,44.82,33.6,49.75,71,100,8.25,overcast clouds,0.0,0.0
466,Urumqi,CN,43.8,87.6,55.4,62,87,2.24,overcast clouds,0.0,0.0
467,Birao,CF,10.28,22.79,87.03,9,70,5.68,broken clouds,0.0,0.0
468,Aracati,BR,-4.56,-37.77,84.52,69,100,6.73,overcast clouds,0.0,0.0
469,Mastung,PK,29.8,66.84,55.18,40,25,9.64,scattered clouds,0.0,0.0
470,Thompson,CA,55.74,-97.86,33.8,55,90,8.05,overcast clouds,0.0,0.0
471,Kalabo,ZM,-14.97,22.68,75.58,45,53,3.91,broken clouds,0.0,0.0
472,Darnah,LY,32.77,22.64,60.17,76,37,14.67,scattered clouds,0.0,0.0
473,Khanpur,PK,28.65,70.66,77.52,49,42,18.45,scattered clouds,0.0,0.0
474,Ipatovo,RU,45.72,42.9,50.13,60,92,11.52,overcast clouds,0.0,0.0
475,Wum,CM,6.38,10.07,70.74,63,20,2.15,light rain,1.62,0.0
476,Kutum,SD,14.2,24.67,72.95,11,11,7.61,few clouds,0.0,0.0
477,Gaya,IN,24.78,85.0,86.52,22,61,4.74,broken clouds,0.0,0.0
478,Zvishavane,ZW,-20.33,30.07,67.44,66,17,7.92,light rain,1.84,0.0
479,Tyukhtet,RU,56.54,89.3,33.26,86,1,4.18,clear sky,0.0,0.0
480,Nicoya,CR,10.15,-85.45,91.4,41,1,13.87,clear sky,0.0,0.0
481,Veraval,IN,20.9,70.37,80.74,59,11,10.76,few clouds,0.0,0.0
482,Jaciara,BR,-15.97,-54.97,79.23,69,90,5.93,light rain,0.19,0.0
483,Mayumba,GA,-3.43,10.66,79.45,82,100,6.2,overcast clouds,0.0,0.0
484,Sainte-Anne-Des-Monts,CA,49.12,-66.49,30.38,85,100,15.26,overcast clouds,0.0,0.0
485,Harper,LR,4.38,-7.72,82.4,85,94,10.94,light rain,2.39,0.0
486,Lanskroun,CZ,49.91,16.61,62.01,48,57,5.01,broken clouds,0.0,0.0
487,Assare,BR,-6.87,-39.88,81.23,74,51,4.54,moderate rain,3.72,0.0
488,Barcelos,PT,41.54,-8.62,64.0,77,40,14.99,scattered clouds,0.0,0.0
489,Boulsa,BF,12.67,-0.58,100.94,7,48,9.04,scattered clouds,0.0,0.0
490,Vallenar,CL,-28.57,-70.76,84.22,22,0,9.64,clear sky,0.0,0.0
491,Viransehir,TR,37.24,39.76,59.67,50,6,1.63,clear sky,0.0,0.0
492,Santa Marta,CO,11.24,-74.2,90.0,58,18,1.99,light rain,0.14,0.0
493,Santa Fe,AR,-31.63,-60.7,80.01,31,0,5.99,clear sky,0.0,0.0
494,Santa Vitoria Do Palmar,BR,-33.52,-53.37,70.18,60,35,5.7,scattered clouds,0.0,0.0
495,Villiers,ZA,-27.03,28.6,57.63,24,0,3.06,clear sky,0.0,0.0
496,Asandh,IN,29.52,76.6,75.0,45,7,10.94,light rain,0.4,0.0
497,Osorno,CL,-40.57,-73.15,62.6,77,97,13.87,moderate rain,5.03,0.0
498,Shubarshi,KZ,48.59,57.19,48.63,62,78,17.4,broken clouds,0.0,0.0
499,Mount Holly,US,35.3,-81.02,68.0,42,20,14.99,few clouds,0.0,0.0
500,Bubaque,GW,11.28,-15.83,78.84,71,39,22.41,scattered clouds,0.0,0.0
501,Mmathubudukwane,BW,-24.6,26.43,82.4,28,40,6.93,scattered clouds,0.0,0.0
502,Hit,IQ,33.64,42.83,79.21,21,99,10.16,overcast clouds,0.0,0.0
503,Andenes,NO,69.31,16.12,37.4,69,90,11.41,overcast clouds,0.0,0.0
504,Inta,RU,66.03,60.17,33.84,87,37,2.86,scattered clouds,0.0,0.0
505,Paracuru,BR,-3.41,-39.03,84.2,74,75,2.24,broken clouds,0.0,0.0
506,Gangakher,IN,18.95,76.75,88.65,22,45,3.04,scattered clouds,0.0,0.0
507,Takoradi,GH,4.88,-1.76,82.71,83,96,11.59,light rain,2.3,0.0
508,Praia Da Vitoria,PT,38.73,-27.07,64.4,72,40,7.43,scattered clouds,0.0,0.0
509,Harboore,DK,56.62,8.18,55.0,50,4,8.01,clear sky,0.0,0.0
510,Huancavelica,PE,-12.77,-74.98,48.02,19,95,7.67,light rain,0.44,0.0
511,Ambovombe,MG,-25.17,46.08,74.3,77,0,8.41,clear sky,0.0,0.0
512,Abu Samrah,SY,35.3,37.18,66.22,41,45,6.35,scattered clouds,0.0,0.0
513,Calabozo,VE,8.92,-67.43,98.42,29,97,4.34,overcast clouds,0.0,0.0
514,Kondinskoye,RU,59.65,67.41,40.19,93,100,4.94,light rain,0.76,0.0
515,Santa Luzia,BR,-19.77,-43.85,82.4,61,40,6.93,scattered clouds,0.0,0.0
516,Kulhudhuffushi,MV,6.62,73.07,85.35,71,43,5.53,scattered clouds,0.0,0.0
517,Bathurst,AU,-33.42,149.58,44.01,76,3,4.43,clear sky,0.0,0.0
518,Doka,SD,13.52,35.77,87.15,9,40,10.36,scattered clouds,0.0,0.0
519,Umm Lajj,SA,25.02,37.27,73.69,52,8,7.11,clear sky,0.0,0.0
520,Farafangana,MG,-22.82,47.83,76.39,71,13,7.45,few clouds,0.0,0.0
521,Koslan,RU,63.46,48.9,34.5,92,100,6.15,light snow,0.0,0.19
522,Sept-Iles,CA,50.2,-66.38,30.99,39,75,13.87,broken clouds,0.0,0.0
523,Moyale,KE,3.52,39.06,70.7,64,96,5.19,light rain,1.17,0.0
524,Nguru,NG,12.88,10.45,87.91,8,0,10.29,clear sky,0.0,0.0
525,Ballina,AU,-28.87,153.57,73.4,94,90,8.05,overcast clouds,0.0,0.0
526,Boyuibe,BO,-20.42,-63.28,79.34,26,92,7.76,overcast clouds,0.0,0.0
527,Khadzhalmakhi,RU,42.42,47.18,48.2,81,54,13.42,broken clouds,0.0,0.0
528,Conde,BR,-7.26,-34.91,87.8,62,75,6.93,broken clouds,0.0,0.0
